timestamp_ms,label,acc_x_g,acc_y_g,acc_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps
61892772,sitting,-1.0077,0.0056,0.0459,0.5600,-2.7300,0.7350
61892791,sitting,-1.0077,0.0059,0.0449,0.5600,-2.7300,0.7000
61892810,sitting,-1.0092,0.0049,0.0451,0.5600,-2.7650,0.7350
61892829,sitting,-1.0077,0.0056,0.0456,0.5250,-2.7650,0.8400
61892849,sitting,-1.0087,0.0051,0.0459,0.5250,-2.7300,0.7700
61892868,sitting,-1.0087,0.0054,0.0456,0.5250,-2.7300,0.7700
61892887,sitting,-1.0085,0.0054,0.0468,0.5250,-2.7300,0.7700
61892906,sitting,-1.0087,0.0061,0.0464,0.5250,-2.7650,0.7700
61892926,sitting,-1.0087,0.0054,0.0461,0.5600,-2.7300,0.7700
61892945,sitting,-1.0082,0.0054,0.0461,0.5600,-2.7300,0.7700
61892964,sitting,-1.0085,0.0056,0.0456,0.5600,-2.7300,0.7700
61892983,sitting,-1.0082,0.0051,0.0466,0.5600,-2.7300,0.7700
61893003,sitting,-1.0085,0.0061,0.0464,0.5600,-2.7300,0.7350
61893022,sitting,-1.0075,0.0054,0.0464,0.5600,-2.7300,0.7700
61893041,sitting,-1.0085,0.0056,0.0461,0.5600,-2.7300,0.7700
61893060,sitting,-1.0085,0.0046,0.0466,0.5600,-2.7650,0.7700
61893079,sitting,-1.0082,0.0046,0.0466,0.5600,-2.7300,0.7700
61893099,sitting,-1.0082,0.0046,0.0459,0.5600,-2.7300,0.7700
61893118,sitting,-1.0087,0.0046,0.0468,0.5600,-2.7300,0.7350
61893137,sitting,-1.0094,0.0054,0.0454,0.5600,-2.7300,0.7350
61893156,sitting,-1.0087,0.0054,0.0461,0.5600,-2.7300,0.7700
61893176,sitting,-1.0080,0.0051,0.0464,0.5600,-2.7650,0.7350
61893195,sitting,-1.0080,0.0054,0.0449,0.5600,-2.8000,0.7350
61893214,sitting,-1.0087,0.0046,0.0451,0.5600,-2.7650,0.7700
61893233,sitting,-1.0082,0.0054,0.0461,0.5600,-2.7650,0.7350
61893253,sitting,-1.0094,0.0056,0.0456,0.5250,-2.7300,0.7700
61893272,sitting,-1.0085,0.0061,0.0464,0.4900,-2.7650,0.7700
61893291,sitting,-1.0082,0.0046,0.0454,0.5600,-2.7650,0.7700
61893310,sitting,-1.0085,0.0046,0.0464,0.5250,-2.7300,0.7700
61893329,sitting,-1.0082,0.0056,0.0466,0.5250,-2.7650,0.7700
61893349,sitting,-1.0077,0.0061,0.0464,0.5250,-2.7300,0.7700
61893368,sitting,-1.0082,0.0054,0.0471,0.5600,-2.7650,0.7700
61893387,sitting,-1.0092,0.0046,0.0466,0.5600,-2.7300,0.7700
61893406,sitting,-1.0087,0.0059,0.0468,0.4900,-2.7300,0.7700
61893426,sitting,-1.0087,0.0054,0.0464,0.5600,-2.7300,0.7700
61893445,sitting,-1.0085,0.0056,0.0456,0.5600,-2.7300,0.7700
61893464,sitting,-1.0082,0.0051,0.0461,0.5600,-2.7300,0.7700
61893483,sitting,-1.0085,0.0054,0.0471,0.5600,-2.7300,0.7350
61893503,sitting,-1.0077,0.0063,0.0464,0.5600,-2.7300,0.7000
61893522,sitting,-1.0087,0.0056,0.0464,0.4900,-2.7300,0.7700
61893541,sitting,-1.0085,0.0051,0.0459,0.5250,-2.7650,0.7700
61893560,sitting,-1.0092,0.0049,0.0461,0.5600,-2.7300,0.7700
61893579,sitting,-1.0087,0.0049,0.0451,0.5600,-2.7300,0.7700
61893599,sitting,-1.0085,0.0051,0.0466,0.5250,-2.7650,0.7700
61893618,sitting,-1.0089,0.0051,0.0471,0.5250,-2.7650,0.7700
61893637,sitting,-1.0092,0.0056,0.0466,0.5600,-2.6950,0.7350
61893656,sitting,-1.0082,0.0051,0.0468,0.4900,-2.7300,0.7350
61893676,sitting,-1.0080,0.0046,0.0466,0.5600,-2.7650,0.7350
61893695,sitting,-1.0080,0.0056,0.0468,0.5600,-2.7650,0.7700
61893714,sitting,-1.0082,0.0059,0.0464,0.5600,-2.7650,0.7700
61893733,sitting,-1.0075,0.0056,0.0466,0.5600,-2.7300,0.7700
61893753,sitting,-1.0077,0.0051,0.0464,0.5600,-2.7650,0.7700
61893772,sitting,-1.0087,0.0044,0.0459,0.5600,-2.7300,0.7700
61893791,sitting,-1.0092,0.0054,0.0464,0.5600,-2.7650,0.7700
61893810,sitting,-1.0082,0.0051,0.0466,0.5600,-2.7650,0.7700
61893829,sitting,-1.0072,0.0051,0.0456,0.5600,-2.7300,0.7700
61893849,sitting,-1.0087,0.0049,0.0461,0.5600,-2.7300,0.7700
61893868,sitting,-1.0089,0.0059,0.0464,0.5250,-2.7650,0.7700
61893887,sitting,-1.0087,0.0051,0.0471,0.4900,-2.7300,0.7700
61893906,sitting,-1.0082,0.0054,0.0451,0.5600,-2.7650,0.7700
61893926,sitting,-1.0080,0.0051,0.0451,0.5250,-2.7300,0.7700
61893945,sitting,-1.0072,0.0059,0.0468,0.5250,-2.7650,0.8050
61893964,sitting,-1.0085,0.0039,0.0456,0.5250,-2.7300,0.7700
61893983,sitting,-1.0075,0.0054,0.0461,0.5250,-2.7300,0.7700
61894003,sitting,-1.0080,0.0063,0.0471,0.5600,-2.7650,0.7700
61894022,sitting,-1.0092,0.0056,0.0468,0.5600,-2.7300,0.7700
61894041,sitting,-1.0085,0.0044,0.0468,0.5600,-2.7300,0.8050
61894060,sitting,-1.0082,0.0049,0.0466,0.5250,-2.7300,0.7700
61894079,sitting,-1.0080,0.0051,0.0461,0.5250,-2.7300,0.7700
61894099,sitting,-1.0087,0.0056,0.0468,0.5600,-2.7650,0.7700
61894118,sitting,-1.0077,0.0063,0.0468,0.5250,-2.7300,0.7350
61894137,sitting,-1.0085,0.0059,0.0464,0.5600,-2.7300,0.7350
61894156,sitting,-1.0092,0.0056,0.0464,0.5600,-2.7300,0.7700
61894176,sitting,-1.0080,0.0049,0.0451,0.4900,-2.7300,0.7700
61894195,sitting,-1.0075,0.0049,0.0456,0.5250,-2.8000,0.7700
