timestamp_ms,label,acc_x_g,acc_y_g,acc_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps
2922310,sitting,-1.0116,-0.0112,-0.0102,0.4900,-2.6600,0.8400
2922329,sitting,-1.0102,-0.0117,-0.0107,0.4900,-2.6950,0.7700
2922348,sitting,-1.0097,-0.0115,-0.0102,0.5250,-2.6950,0.7700
2922367,sitting,-1.0102,-0.0117,-0.0115,0.4900,-2.7300,0.7700
2922387,sitting,-1.0099,-0.0117,-0.0098,0.4550,-2.6950,0.7700
2922406,sitting,-1.0102,-0.0120,-0.0102,0.4900,-2.7300,0.7700
2922425,sitting,-1.0097,-0.0122,-0.0107,0.4900,-2.7300,0.8400
2922444,sitting,-1.0097,-0.0122,-0.0100,0.4900,-2.7300,0.8400
2922464,sitting,-1.0097,-0.0112,-0.0107,0.5250,-2.7300,0.8400
2922483,sitting,-1.0099,-0.0112,-0.0105,0.4900,-2.7300,0.8050
2922502,sitting,-1.0102,-0.0110,-0.0110,0.4900,-2.7300,0.7700
2922521,sitting,-1.0104,-0.0117,-0.0100,0.4900,-2.7300,0.7700
2922541,sitting,-1.0106,-0.0112,-0.0095,0.4900,-2.7300,0.8400
2922560,sitting,-1.0111,-0.0112,-0.0105,0.4900,-2.7300,0.8400
2922579,sitting,-1.0106,-0.0115,-0.0102,0.4900,-2.7300,0.8050
2922598,sitting,-1.0104,-0.0112,-0.0115,0.4900,-2.7300,0.8400
2922617,sitting,-1.0109,-0.0127,-0.0102,0.4900,-2.7650,0.8050
2922637,sitting,-1.0094,-0.0117,-0.0105,0.4900,-2.6950,0.8400
2922656,sitting,-1.0111,-0.0112,-0.0105,0.4900,-2.6950,0.7700
2922675,sitting,-1.0111,-0.0120,-0.0100,0.4900,-2.7300,0.7700
2922694,sitting,-1.0099,-0.0122,-0.0098,0.4200,-2.7300,0.8400
2922714,sitting,-1.0099,-0.0112,-0.0095,0.4900,-2.7300,0.7700
2922733,sitting,-1.0104,-0.0117,-0.0105,0.4900,-2.7300,0.8400
2922752,sitting,-1.0092,-0.0122,-0.0110,0.4900,-2.7300,0.8050
2922771,sitting,-1.0097,-0.0124,-0.0107,0.4900,-2.7300,0.8050
2922791,sitting,-1.0102,-0.0122,-0.0100,0.4900,-2.7300,0.8400
2922810,sitting,-1.0097,-0.0117,-0.0107,0.4900,-2.7300,0.8050
2922829,sitting,-1.0104,-0.0120,-0.0100,0.4900,-2.7300,0.8050
2922848,sitting,-1.0106,-0.0120,-0.0102,0.4900,-2.7300,0.7700
2922867,sitting,-1.0089,-0.0107,-0.0102,0.5250,-2.7300,0.7700
2922887,sitting,-1.0094,-0.0110,-0.0107,0.4900,-2.7300,0.8050
2922906,sitting,-1.0102,-0.0120,-0.0102,0.4900,-2.7300,0.8400
2922925,sitting,-1.0106,-0.0110,-0.0102,0.4900,-2.7300,0.8400
2922944,sitting,-1.0104,-0.0124,-0.0098,0.5250,-2.7300,0.8050
2922964,sitting,-1.0104,-0.0112,-0.0105,0.5600,-2.7300,0.8050
2922983,sitting,-1.0102,-0.0107,-0.0105,0.4900,-2.7300,0.8400
2923002,sitting,-1.0097,-0.0127,-0.0107,0.4900,-2.7300,0.7700
2923021,sitting,-1.0106,-0.0122,-0.0105,0.4900,-2.7300,0.7700
2923041,sitting,-1.0109,-0.0120,-0.0095,0.4900,-2.7300,0.8050
2923060,sitting,-1.0109,-0.0124,-0.0100,0.4900,-2.6950,0.7700
2923079,sitting,-1.0094,-0.0117,-0.0100,0.4900,-2.7300,0.8050
2923098,sitting,-1.0106,-0.0117,-0.0098,0.4900,-2.7300,0.7700
2923117,sitting,-1.0106,-0.0124,-0.0102,0.4900,-2.7300,0.8050
2923137,sitting,-1.0099,-0.0124,-0.0107,0.4900,-2.7300,0.7700
2923156,sitting,-1.0102,-0.0124,-0.0095,0.4900,-2.6600,0.8050
2923175,sitting,-1.0094,-0.0120,-0.0107,0.4900,-2.7300,0.7700
2923194,sitting,-1.0094,-0.0120,-0.0098,0.4900,-2.6600,0.7700
2923214,sitting,-1.0099,-0.0117,-0.0100,0.4900,-2.7300,0.7700
2923233,sitting,-1.0106,-0.0110,-0.0105,0.4900,-2.7300,0.8400
2923252,sitting,-1.0116,-0.0107,-0.0105,0.4900,-2.6950,0.8400
2923271,sitting,-1.0102,-0.0117,-0.0100,0.4900,-2.6600,0.8400
2923291,sitting,-1.0097,-0.0110,-0.0117,0.4200,-2.7300,0.8400
2923310,sitting,-1.0102,-0.0120,-0.0110,0.4900,-2.7300,0.7700
2923329,sitting,-1.0106,-0.0124,-0.0098,0.4550,-2.7300,0.7700
2923348,sitting,-1.0099,-0.0129,-0.0110,0.4550,-2.7300,0.8400
2923367,sitting,-1.0092,-0.0120,-0.0098,0.4900,-2.7300,0.7700
2923387,sitting,-1.0106,-0.0132,-0.0105,0.4900,-2.7300,0.8050
2923406,sitting,-1.0097,-0.0129,-0.0100,0.4900,-2.6950,0.7700
2923425,sitting,-1.0106,-0.0127,-0.0105,0.4900,-2.6950,0.7700
2923444,sitting,-1.0104,-0.0115,-0.0112,0.5250,-2.7300,0.8050
2923464,sitting,-1.0116,-0.0122,-0.0110,0.4900,-2.7300,0.8050
2923483,sitting,-1.0104,-0.0110,-0.0102,0.4900,-2.7300,0.8050
2923502,sitting,-1.0097,-0.0105,-0.0102,0.4900,-2.7300,0.7700
2923521,sitting,-1.0102,-0.0117,-0.0100,0.4900,-2.7300,0.8400
2923541,sitting,-1.0094,-0.0120,-0.0093,0.4900,-2.7300,0.7700
2923560,sitting,-1.0102,-0.0124,-0.0100,0.4900,-2.7300,0.8050
2923579,sitting,-1.0099,-0.0117,-0.0105,0.4900,-2.7300,0.7700
2923598,sitting,-1.0099,-0.0117,-0.0110,0.4900,-2.7300,0.8050
2923617,sitting,-1.0109,-0.0110,-0.0098,0.5250,-2.7300,0.7700
2923637,sitting,-1.0102,-0.0124,-0.0105,0.4900,-2.7300,0.8400
2923656,sitting,-1.0102,-0.0122,-0.0107,0.4900,-2.7300,0.8400
2923675,sitting,-1.0097,-0.0115,-0.0107,0.5250,-2.6950,0.8050
2923694,sitting,-1.0109,-0.0110,-0.0105,0.4900,-2.7300,0.8050
2923714,sitting,-1.0102,-0.0122,-0.0102,0.4900,-2.7300,0.7700
2923733,sitting,-1.0097,-0.0124,-0.0107,0.4550,-2.7300,0.7700
2923752,sitting,-1.0097,-0.0122,-0.0102,0.4900,-2.6950,0.7700
2923771,sitting,-1.0097,-0.0124,-0.0095,0.4550,-2.6950,0.8050
2923791,sitting,-1.0102,-0.0117,-0.0105,0.4900,-2.7300,0.8050
2923810,sitting,-1.0106,-0.0115,-0.0112,0.5250,-2.7300,0.7700
2923829,sitting,-1.0104,-0.0120,-0.0107,0.4900,-2.7300,0.7700
2923848,sitting,-1.0104,-0.0122,-0.0112,0.4900,-2.7300,0.7700
2923867,sitting,-1.0102,-0.0112,-0.0112,0.4900,-2.7300,0.7700
2923887,sitting,-1.0104,-0.0117,-0.0112,0.5250,-2.7300,0.7700
2923906,sitting,-1.0111,-0.0124,-0.0102,0.4900,-2.7300,0.8050
2923925,sitting,-1.0104,-0.0115,-0.0107,0.4900,-2.6950,0.7700
2923944,sitting,-1.0104,-0.0117,-0.0110,0.4900,-2.7300,0.8050
2923964,sitting,-1.0099,-0.0115,-0.0110,0.4900,-2.7300,0.7700
2923983,sitting,-1.0102,-0.0124,-0.0107,0.4900,-2.6950,0.7700
2924002,sitting,-1.0094,-0.0120,-0.0098,0.4900,-2.6600,0.7700
2924021,sitting,-1.0106,-0.0115,-0.0105,0.4900,-2.7300,0.7700
2924041,sitting,-1.0114,-0.0117,-0.0098,0.4550,-2.7300,0.7700
2924060,sitting,-1.0102,-0.0115,-0.0102,0.4200,-2.6950,0.8050
2924079,sitting,-1.0097,-0.0120,-0.0100,0.4900,-2.7300,0.8400
2924098,sitting,-1.0106,-0.0112,-0.0100,0.4900,-2.7300,0.8050
2924117,sitting,-1.0104,-0.0115,-0.0107,0.4900,-2.7300,0.7700
2924137,sitting,-1.0099,-0.0120,-0.0110,0.4900,-2.7300,0.8400
2924156,sitting,-1.0109,-0.0112,-0.0115,0.4900,-2.7650,0.8400
2924175,sitting,-1.0094,-0.0117,-0.0110,0.4900,-2.7300,0.7700
2924194,sitting,-1.0102,-0.0122,-0.0102,0.4550,-2.7300,0.8050
2924214,sitting,-1.0104,-0.0120,-0.0098,0.4900,-2.7300,0.8400
2924233,sitting,-1.0106,-0.0122,-0.0100,0.4900,-2.7300,0.8050
2924252,sitting,-1.0094,-0.0117,-0.0110,0.5250,-2.6950,0.8050
2924271,sitting,-1.0099,-0.0115,-0.0110,0.4900,-2.7300,0.8050
2924291,sitting,-1.0111,-0.0120,-0.0107,0.4200,-2.6600,0.8050
2924310,sitting,-1.0099,-0.0117,-0.0107,0.4900,-2.7300,0.7700
2924329,sitting,-1.0106,-0.0122,-0.0090,0.4900,-2.6950,0.7700
2924348,sitting,-1.0104,-0.0122,-0.0105,0.4550,-2.7300,0.7700
2924367,sitting,-1.0104,-0.0117,-0.0095,0.4550,-2.7300,0.7700
2924387,sitting,-1.0102,-0.0122,-0.0093,0.4900,-2.7300,0.7700
2924406,sitting,-1.0097,-0.0122,-0.0095,0.4900,-2.6950,0.8050
2924425,sitting,-1.0109,-0.0117,-0.0100,0.4900,-2.7300,0.8400
2924444,sitting,-1.0102,-0.0120,-0.0100,0.5250,-2.6950,0.8400
2924464,sitting,-1.0104,-0.0112,-0.0105,0.4900,-2.6950,0.8050
2924483,sitting,-1.0109,-0.0120,-0.0107,0.4900,-2.6950,0.8050
2924502,sitting,-1.0102,-0.0124,-0.0110,0.4900,-2.7300,0.8400
2924521,sitting,-1.0099,-0.0120,-0.0100,0.5250,-2.7300,0.7700
2924541,sitting,-1.0099,-0.0110,-0.0110,0.4900,-2.7300,0.8050
2924560,sitting,-1.0106,-0.0115,-0.0098,0.4550,-2.6950,0.8050
2924579,sitting,-1.0094,-0.0107,-0.0100,0.5250,-2.6600,0.7700
2924598,sitting,-1.0102,-0.0112,-0.0090,0.5250,-2.6950,0.7700
2924617,sitting,-1.0097,-0.0110,-0.0102,0.5250,-2.7300,0.7700
2924637,sitting,-1.0111,-0.0112,-0.0100,0.5250,-2.7300,0.7700
2924656,sitting,-1.0102,-0.0124,-0.0102,0.4900,-2.7300,0.8050
2924675,sitting,-1.0099,-0.0129,-0.0107,0.4900,-2.7300,0.7700
2924694,sitting,-1.0109,-0.0115,-0.0098,0.4900,-2.7300,0.7700
2924714,sitting,-1.0106,-0.0120,-0.0107,0.4900,-2.7300,0.7700
2924733,sitting,-1.0104,-0.0122,-0.0107,0.4900,-2.7300,0.8050
2924752,sitting,-1.0092,-0.0122,-0.0102,0.4900,-2.7300,0.7700
2924771,sitting,-1.0104,-0.0124,-0.0105,0.5250,-2.7300,0.7700
2924791,sitting,-1.0111,-0.0122,-0.0098,0.4900,-2.7300,0.7700
2924810,sitting,-1.0116,-0.0124,-0.0102,0.4900,-2.7300,0.8050
2924829,sitting,-1.0109,-0.0117,-0.0107,0.4900,-2.6950,0.8050
2924848,sitting,-1.0109,-0.0115,-0.0110,0.4900,-2.7300,0.8050
2924867,sitting,-1.0106,-0.0112,-0.0100,0.4900,-2.7300,0.7700
2924887,sitting,-1.0114,-0.0115,-0.0105,0.4900,-2.7300,0.8050
2924906,sitting,-1.0106,-0.0122,-0.0098,0.4900,-2.7300,0.8050
2924925,sitting,-1.0102,-0.0120,-0.0098,0.4550,-2.7300,0.7700
2924944,sitting,-1.0109,-0.0117,-0.0110,0.4900,-2.7300,0.7700
2924964,sitting,-1.0102,-0.0120,-0.0093,0.4550,-2.7300,0.8050
2924983,sitting,-1.0109,-0.0124,-0.0105,0.4900,-2.7300,0.7700
2925002,sitting,-1.0111,-0.0132,-0.0105,0.4900,-2.7300,0.8400
2925021,sitting,-1.0102,-0.0110,-0.0102,0.4900,-2.7300,0.8400
2925041,sitting,-1.0106,-0.0115,-0.0098,0.4900,-2.7300,0.8050
2925060,sitting,-1.0102,-0.0110,-0.0105,0.4900,-2.7300,0.7700
2925079,sitting,-1.0109,-0.0110,-0.0112,0.4900,-2.7300,0.7700
2925098,sitting,-1.0099,-0.0112,-0.0110,0.4550,-2.7300,0.8050
2925117,sitting,-1.0104,-0.0112,-0.0105,0.4900,-2.6600,0.7700
2925137,sitting,-1.0099,-0.0122,-0.0110,0.4900,-2.7300,0.7700
2925156,sitting,-1.0106,-0.0117,-0.0105,0.4900,-2.6950,0.8050
2925175,sitting,-1.0102,-0.0120,-0.0095,0.4900,-2.6950,0.8400
2925194,sitting,-1.0089,-0.0112,-0.0100,0.5250,-2.7300,0.8050
2925214,sitting,-1.0104,-0.0117,-0.0105,0.4550,-2.7300,0.8050
2925233,sitting,-1.0106,-0.0122,-0.0107,0.5250,-2.7300,0.7700
2925252,sitting,-1.0109,-0.0129,-0.0105,0.4900,-2.7300,0.8400
2925271,sitting,-1.0106,-0.0112,-0.0112,0.4900,-2.6600,0.7700
2925291,sitting,-1.0097,-0.0120,-0.0098,0.5250,-2.7300,0.8400
2925310,sitting,-1.0102,-0.0124,-0.0095,0.4900,-2.7300,0.7700
2925329,sitting,-1.0104,-0.0124,-0.0100,0.4900,-2.6950,0.7700
2925348,sitting,-1.0094,-0.0117,-0.0100,0.4550,-2.7300,0.7700
2925367,sitting,-1.0097,-0.0127,-0.0100,0.4900,-2.6950,0.7700
2925387,sitting,-1.0106,-0.0117,-0.0107,0.4900,-2.6600,0.7700
2925406,sitting,-1.0102,-0.0120,-0.0102,0.4550,-2.7300,0.8050
2925425,sitting,-1.0109,-0.0120,-0.0105,0.4900,-2.7650,0.8400
2925444,sitting,-1.0097,-0.0117,-0.0100,0.4900,-2.7300,0.7700
2925464,sitting,-1.0102,-0.0124,-0.0093,0.4900,-2.7300,0.8050
2925483,sitting,-1.0102,-0.0120,-0.0107,0.4900,-2.7300,0.7700
2925502,sitting,-1.0116,-0.0127,-0.0105,0.4900,-2.7300,0.8050
2925521,sitting,-1.0099,-0.0115,-0.0110,0.4900,-2.6950,0.7700
2925541,sitting,-1.0097,-0.0115,-0.0102,0.4900,-2.7300,0.7700
2925560,sitting,-1.0102,-0.0112,-0.0105,0.4900,-2.6950,0.8050
2925579,sitting,-1.0097,-0.0124,-0.0095,0.4550,-2.6950,0.7700
2925598,sitting,-1.0094,-0.0115,-0.0105,0.5250,-2.7300,0.8050
2925617,sitting,-1.0099,-0.0115,-0.0095,0.4900,-2.6950,0.7700
2925637,sitting,-1.0106,-0.0120,-0.0100,0.4900,-2.6950,0.8050
2925656,sitting,-1.0106,-0.0115,-0.0090,0.4900,-2.6950,0.7700
2925675,sitting,-1.0111,-0.0122,-0.0115,0.4900,-2.7300,0.7700
2925694,sitting,-1.0106,-0.0120,-0.0102,0.4900,-2.7300,0.7700
2925714,sitting,-1.0102,-0.0117,-0.0095,0.4900,-2.7300,0.8050
2925733,sitting,-1.0114,-0.0124,-0.0105,0.4900,-2.7300,0.7700
